hotel_id,room_id,name,amenities
A-46829,RA-70673,CLASSIC,Double Bed|130 sq.ft|2 Adults|Blanket|Air conditioning|Attached washroom|Fan
A-46208,RA-69571,Deluxe Room,Double Bed|150 sq.ft|2 Adults|Flat-screen TV|Linens|Wardrobe/closet|Wake up service|TV
A-99899,RA-99150,Double,119 sq.ft|2 Guests|Fridge|Dining table|Linens|Wardrobe/closet|Air conditioning
A-82730,RA-54451,Deluxe Double Twin,1 Adult|TV|Toiletries|Towels|Free WiFi
A-08515,RA-24878,Deluxe Room,
A-63628,RA-83996,"Luxury Suite, City View",
A-75538,RA-40419,Deluxe Sea View,5652 sq.ft|2 Guests|Tea/coffee maker|Flat-screen TV|Dining table|Linens|Wardrobe/closet
A-16322,RA-62079,Deluxe Room AC · City view,King Bed|1010 sq.ft|2 Adults|Flat-screen TV|Blanket|TV|Air conditioning|Towels
A-75381,RA-55203,Family Suite,1615 sq.ft|4 Guests|Flat-screen TV|Linens|TV|Air conditioning|Toiletries
A-99715,RA-91817,Superior Room,2 Adults|Minibar|Wardrobe/closet|Blanket|TV|Air conditioning
A-21084,RA-78613,Royal Suite - 2 Single Beds · City view,Twin Bed|320 sq.ft|3 Adults|Minibar|Blackout curtains|Sofa|Wardrobe/closet|Blanket
A-80903,RA-64306,Executive Twin Bedded,Twin Bed|800 sq.ft|4 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Towels
A-37501,RA-94558,Standard Non AC Room · City view,Double Bed|180 sq.ft|3 Adults|Linens|Blanket|Towels|WiFi access|Cushions
A-49390,RA-72732,Villa · City view,King Bed|400 sq.ft|8 Adults|Blanket|Iron|WiFi access|Attached washroom|Fan
A-27839,RA-62579,Deluxe Room,1615 sq.ft|2 Guests|Wardrobe/closet|TV|Air conditioning|Toiletries|Water bottle
A-19358,RA-12979,Premier Room - 2 Twin Beds or 1 Queen Bed · City view,Twin Bed|428 sq.ft|3 Adults|Fridge|Separate living room|Dining table|Sofa|Wardrobe/closet
A-99080,RA-64493,Executive Triple Room AC,Double Bed|1009 sq.ft|2 Adults|Flat-screen TV|Sofa|Blanket|TV|Air conditioning
A-42089,RA-40379,Standard Twin,Twin Bed|150 sq.ft|2 Adults|Blanket|Toiletries|WiFi access|Water bottle|Attached washroom
A-59562,RA-69546,Premier Two-Bedroom Apartment · City view,Double Bed|450 sq.ft|3 Adults|Fridge|Blanket|TV|Air conditioning|Microwave
A-05827,RA-94846,Superior Queen Room with High Floor · City view,FullBed|183 sq.ft|2 Adults|Coffee machine|Minibar|Blackout curtains|Wardrobe/closet|TV
A-71269,RA-70394,Luxury Room,Double Bed|200 sq.ft|2 Adults|Blackout curtains|Wardrobe/closet|Blanket|TV|Air conditioning
A-58325,RA-26666,Deluxe Room · City view,Double Bed|200 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-25495,RA-04005,Standard or Deluxe Room · City view,Double Bed|375 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-69409,RA-38920,Executive Room,Double Bed|200 sq.ft|2 Adults|TV|Ironing facilities|Air conditioning|Towels|Shower
A-31892,RA-89262,Deluxe Twin Room,
A-65035,RA-07012,Standard Room with Fan,2 Guests
A-45833,RA-72554,Deluxe Apartment,
A-97681,RA-29605,Standard Double Room · City view,Double Bed|160 sq.ft|2 Adults|TV|Air conditioning|Towels|Fan|Shower
A-60457,RA-38088,Standard Room,121 sq.ft|2 Guests|Blackout curtains|Flat-screen TV|Linens|Wardrobe/closet|TV
A-85340,RA-23935,"Executive lounge access, Executive Guest room, 1 King",King Bed|387 sq.ft|3 Adults|Tea/coffee maker|Minibar|Duvet|Feather pillow|Air conditioning
A-74204,RA-55132,Villa · City view,King Bed|400 sq.ft|15 Adults|Blanket|Attached washroom|Fan
A-06066,RA-30752,Standard Double Room,
A-36878,RA-39547,Deluxe Twin,Twin Bed|140 sq.ft|2 Adults|Blanket|Toiletries|WiFi access|Water bottle|Attached washroom
A-71025,RA-83790,Standard Room · City view,Double Bed|193 sq.ft|3 Adults|Blanket|TV|Air conditioning|Air purifier|WiFi access
A-49720,RA-49895,Premium Room,King Bed|320 sq.ft|3 Adults|Flat-screen TV|Wardrobe/closet|Wake up service|Blanket|Iron
A-21720,RA-52723,Superior (Business Double Room),Double Bed|226 sq.ft|2 Adults|Fridge|Minibar|Blackout curtains|Flat-screen TV|Duvet
A-84970,RA-11575,1 BHK Flat,2 Guests|Shower
A-26136,RA-41935,Deluxe Room with Free Airport Pickup or Airport Drop · City view,Double Bed|220 sq.ft|3 Adults|Blanket|Air conditioning|WiFi access|Water bottle|Housekeeping
A-89668,RA-95370,Deluxe Rooms with Balcony · City view,Double Bed|275 sq.ft|2 Adults|Blanket|Water bottle|Attached washroom
A-91997,RA-93885,Classic,Double Bed|100 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-06300,RA-23068,Studio,
A-12460,RA-88688,Deluxe AC Room · City view,Double Bed|225 sq.ft|3 Adults|TV|Air conditioning|WiFi access|Water bottle|Housekeeping
A-37578,RA-37476,Executive Room · City view,Double Bed|280 sq.ft|3 Adults|Fridge|Sofa|Wardrobe/closet|Blanket|TV
A-51506,RA-46583,Executive AC Room,Queen Bed|100 sq.ft|2 Adults|Flat-screen TV|Blanket|TV|Air conditioning|Toiletries
A-86156,RA-84227,"Classic Twin Room, Balcony, City View",
A-05827,RA-69390,"Standard Double Room, 1 Double Bed",178 sq.ft|2 Adults|Coffee machine|Fridge|Minibar|Blackout curtains|Wardrobe/closet
A-49989,RA-30388,"Superior Studio, Balcony",QueenBed|3229 sq.ft|2 Adults|Streaming services|Ironing facilities|Air conditioning|Hairdryer|Private bathroom
A-17805,RA-47980,Executive Room · City view,Double Bed|256 sq.ft|3 Adults|Fridge|Blanket|TV|WiFi access|Water bottle
A-83060,RA-01866,Business Suite · City view,Double Bed|348 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-22910,RA-46181,Double Executive Room,Double Bed|200 sq.ft|3 Adults|Blanket|TV|WiFi access|Water bottle|Attached washroom
A-09802,RA-35188,Executive Room · City view,Double Bed|150 sq.ft|3 Adults|Sofa|Feather pillow|Ironing facilities|Air conditioning|Fan
A-30053,RA-53971,Premium Room,
A-51374,RA-61933,Premium Room with Hammock · Pool view,Double Bed|200 sq.ft|3 Adults|Blanket|TV|Toiletries|WiFi access|Water bottle|Attached washroom
A-62783,RA-61674,Business Class Room with a well-appointed workstation · Lake view,Double Bed|323 sq.ft|3 Adults|Linens|Wardrobe/closet|Blanket|TV|Air conditioning
A-53396,RA-03424,Premium Suite Room · City view,Double Bed|210 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-51723,RA-43256,Queen Room With Balcony,484 sq.ft|3 Adults|Fridge|Feather pillow|Ironing facilities|Air conditioning|Fan
A-79919,RA-57446,"Presidential Double or Twin Room, 1 King Bed",
A-70168,RA-11787,Standard Room · City view,Double Bed|200 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-60327,RA-96203,Classic Twin · City view,Twin Bed|275 sq.ft|2 Adults|Wardrobe/closet|Blanket|Air conditioning|Toiletries|WiFi access
A-36627,RA-99147,Deluxe Room · City view,Double Bed|270 sq.ft|3 Adults|Blanket|TV|Ironing facilities|Air conditioning|Toiletries
A-60314,RA-58605,Superior Apartment with Balcony,420 sq.ft|4 Guests|Fridge|Blackout curtains|Flat-screen TV|Separate living room|Sofa
A-58472,RA-96876,Classic,Double Bed|100 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-18256,RA-11890,Premium · City view,King Bed|180 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-92830,RA-94929,Executive Triple Room,
A-43047,RA-21273,Comfort Room,
A-46490,RA-00538,Executive Suite · City view,Double Bed|140 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Ironing facilities|Toiletries
A-51770,RA-34701,Premium Room · City view,Grand King Bed|450 sq.ft|3 Adults|Blanket|Air conditioning|Attached washroom|Fan|Accessible by elevator|First aid kit
A-59662,RA-56476,Aishwarya Apartment,4 Guests|Tea/coffee maker|Wardrobe/closet|TV|Ironing facilities|Air conditioning
A-11329,RA-00160,Deluxe Queen Room · City view,Queen Bed|195 sq.ft|3 Adults|Separate living room|Dining table|Wardrobe/closet|TV|Ironing facilities
A-72942,RA-40403,Deluxe Twin Room · City view,Twin Bed|245 sq.ft|2 Adults|Blanket|TV|Ironing facilities|Iron|Air conditioning
A-75538,RA-58380,Double Studio,4575 sq.ft|2 Guests|Air conditioning
A-11288,RA-68220,Superior Room · City view,Twin Bed|144 sq.ft|3 Adults|Minibar|Flat-screen TV|TV|Air conditioning|WiFi access
A-18592,RA-58632,Suite Room · City view,Double Bed|220 sq.ft|3 Adults|Blanket|TV|WiFi access|Attached washroom|Fan
A-08350,RA-53167,Twin Sharing Room,Double Bed|200 sq.ft|2 Adults|Blanket|TV|Toiletries|WiFi access|Water bottle
A-62462,RA-69003,Classic Double or Twin,Double Bed|100 sq.ft|2 Adults|Blanket|Air conditioning|Fan
A-40259,RA-99416,Suite (Imperial) · City view,1601 sq.ft|3 Adults|Coffee machine|Fridge|Minibar|Separate living room|Dining table
A-19667,RA-73339,Executive Room · City view,Double Bed|3 Adults|Blanket|TV|Air conditioning|Water bottle|Housekeeping
A-48437,RA-24939,One Bedroom Suite AC · City view,Double Bed|750 sq.ft|3 Adults|Fridge|Dining table|Sofa|TV|Air conditioning
A-22921,RA-49455,Villa · City view,King Bed|400 sq.ft|10 Adults|Blanket|Attached washroom|Fan
A-29054,RA-30456,Standard AC Room · City view,Double Bed|200 sq.ft|3 Adults|Blackout curtains|Wardrobe/closet|Blanket|TV|Air conditioning
A-28357,RA-77198,Double Room,1400 sq.ft|2 Guests|Air conditioning
A-99907,RA-07198,Double Room with Balcony,Double Bed|100 sq.ft|3 Adults|Blackout curtains|Air conditioning|Attached washroom|Charging points|Accessible by elevator
A-22804,RA-72678,"Executive Room, 1 Queen Bed, Pool View · Pool view",QueenBed|312 sq.ft|3 Adults|Minibar|Blackout curtains|Flat-screen TV|Ironing facilities|Toiletries
A-83110,RA-38126,Deluxe Room,King Bed|240 sq.ft|3 Adults|Blackout curtains|Flat-screen TV|Linens|Wardrobe/closet|Wake up service
A-76104,RA-13506,Executive Room · City view,Double Bed|270 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-56134,RA-61741,Standard Double Room · City view,Double Bed|160 sq.ft|2 Adults|Wardrobe/closet|TV|Ironing facilities|Air conditioning|Towels
A-23236,RA-17466,AC ROOMS · City view,Double Bed|100 sq.ft|3 Adults|Minibar|Flat-screen TV|Linens|Blanket|Towels
A-08355,RA-88214,Standard Room · City view,Double Bed|250 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-08392,RA-26191,Classic,Double Bed|118 sq.ft|2 Adults|Blanket|Air conditioning|Toiletries|Towels|Kitchenette
A-32648,RA-15769,SUPERIOR KING ROOM · City view,King Bed|200 sq.ft|3 Adults|Blanket|Air conditioning|Water bottle|Attached washroom|Clothes rack
A-80903,RA-40560,Standard Room · Forest view,Double Bed|300 sq.ft|2 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Toiletries
A-18191,RA-27032,Classic Room,Double Bed|100 sq.ft|2 Adults|Wardrobe/closet|TV|Air conditioning|Towels|Fan|Shower
A-32913,RA-02479,Deluxe Room · City view,Double Bed|160 sq.ft|3 Adults|Blanket|TV|Toiletries|WiFi access|Water bottle
A-44506,RA-34343,Budget Double Room,1680 sq.ft|2 Guests|Toiletries|Private bathroom|Mirror
A-95080,RA-41049,2BHK Apartment · Garden view,King Bed|250 sq.ft|2 Adults|Blanket|TV|Towels|WiFi access|Attached washroom
A-27195,RA-97620,Deluxe Room,Double Bed|150 sq.ft|2 Adults|Flat-screen TV|Wake up service|TV|Air conditioning|Toiletries
A-35961,RA-37227,Classic,100 sq.ft|2 Adults|Flat-screen TV|Attached washroom|Fan
A-54473,RA-00913,Standard Double,
A-46300,RA-91545,Deluxe Twin · City view,Twin Bed|291 sq.ft|3 Adults|Blanket|Air conditioning|Toiletries|WiFi access|Water bottle
A-42951,RA-02389,Standard Double Non AC,King Bed|120 sq.ft|2 Adults|Blanket|TV|Towels|WiFi access|Water bottle
A-99008,RA-76616,Two-Bedroom Apartment · City view,Double Bed|1300 sq.ft|4 Adults|Blackout curtains|Sofa|Blanket|TV|Air conditioning
A-32215,RA-76600,Two-Bedroom Apartment · City view,Double Bed|1300 sq.ft|4 Adults|Blackout curtains|Sofa|Blanket|TV|Air conditioning
A-43725,RA-10368,Deluxe Room with 1 King Bed,
A-35449,RA-93190,Presidential Suite,
A-64438,RA-93196,"Economy Twin Room, 1 Bedroom",
A-39672,RA-03602,Elite · City view,Double Bed|3 Adults|Blanket|Air conditioning|Water bottle|Attached washroom|Clothes rack
A-60110,RA-09523,Double Room · City view,Double Bed|170 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Toiletries
A-25948,RA-82677,Classic Room,King Bed|110 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Ironing facilities|Air conditioning
A-65179,RA-30394,Twin Room · City view,Twin Bed|290 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-83212,RA-24986,Deluxe Twin,Twin Bed|140 sq.ft|2 Adults|Wardrobe/closet|Blanket|Toiletries|WiFi access|Water bottle
A-49503,RA-25781,Superior King/Twin,Double Bed|170 sq.ft|2 Adults|Minibar|Sofa|Feather pillow|TV|Ironing facilities
A-44092,RA-83216,Executive Room · City view,King Bed|350 sq.ft|3 Adults|Flat-screen TV|Wardrobe/closet|Blanket|TV|Toiletries
A-09909,RA-35987,Budget Double Room · City view,Double Bed|140 sq.ft|2 Adults|Blanket|Attached washroom|Trash can
A-06545,RA-78686,Deluxe Non AC Room · City view,Double Bed|3 Adults|Blanket|TV|Water bottle|Attached washroom|Clothes rack
A-02091,RA-64063,Deluxe AC Room · City view,Queen Bed|129 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-65277,RA-67787,Deluxe Room,Double Bed|180 sq.ft|2 Adults|Flat-screen TV|Dining area|Walk-in closet|Linens|Wardrobe/closet
A-98001,RA-11831,Triple Room,
A-12624,RA-00881,Cozy 2BHK Home in Yelahanka,
A-87822,RA-11394,Minister Room · City view,Double Bed|200 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-84423,RA-94922,"Deluxe Suite, Balcony, Garden View",
A-15551,RA-67617,Family Suites Ac Room · City view,Double Bed|432 sq.ft|3 Adults|Wardrobe/closet|Blanket|Air conditioning|Water bottle|Attached washroom
A-71727,RA-00706,Deluxe AC,13994 sq.ft|4 Guests|Fridge|Sofa|TV|Air conditioning|Washing machine
A-10044,RA-02758,Queen Room with Balcony,Queen Bed|320 sq.ft|3 Adults|Fridge|Wardrobe/closet|Blanket|TV|Ironing facilities
A-45714,RA-54373,Comfort Room,Double Bed|280 sq.ft|3 Adults|Flat-screen TV|Wardrobe/closet|Blanket|TV|Air conditioning
A-64363,RA-39390,"Deluxe Double Room, Balcony, City View · City view",KingBed|380 sq.ft|3 Adults|Wardrobe/closet|TV|Toiletries|Bathtub|Private bathroom
A-82326,RA-48626,Superior Room · City view,Double Bed|170 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-42881,RA-71036,Standard Twin,Twin Bed|140 sq.ft|2 Adults|Blanket|Toiletries|WiFi access|Water bottle|Attached washroom
A-62747,RA-17960,King Non AC Room · City view,Double Bed|300 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan
A-36964,RA-15027,"Family Apartment, Balcony",
A-91260,RA-97466,Standard Room · City view,Double Bed|144 sq.ft|3 Adults|Fridge|Wardrobe/closet|Air conditioning|Water bottle|Attached washroom
A-82737,RA-37902,Deluxe Suite Room,Double Bed|170 sq.ft|2 Adults|Blanket|Air conditioning|Attached washroom
A-21432,RA-31479,Deluxe Double or Twin Room · City view,Queen Bed|225 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Ironing facilities|Air conditioning
A-60152,RA-32745,House,
A-38434,RA-15721,Classic Room,Double Bed|100 sq.ft|3 Adults|Wardrobe/closet|TV|Air conditioning|Non-feather pillow|Toiletries
A-59879,RA-42027,Premium Room,2476 sq.ft|2 Guests|Wardrobe/closet|TV|Air conditioning|Toiletries|Water bottle
A-94010,RA-52450,Superior Room,
A-28473,RA-18507,Classic,Double Bed|100 sq.ft|3 Adults|Flat-screen TV|Attached washroom|Fan
A-18592,RA-48152,Family Suite · City view,Double Bed|250 sq.ft|3 Adults|Blanket|WiFi access|Water bottle|Attached washroom|Shower|Charging points
A-17980,RA-19059,Jr. SUITE · City view,Double Bed|200 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-81362,RA-96943,Saver Single · City view,Double Bed|198 sq.ft|3 Adults|Linens|Blanket|TV|Towels|Cushions
A-98101,RA-26132,Executive Double or Twin Room · City view,Double Bed|250 sq.ft|2 Adults|Minibar|Wardrobe/closet|Blanket|TV|Ironing facilities
A-00350,RA-45812,Deluxe Room · Balcony,King Bed|180 sq.ft|2 Adults|Flat-screen TV|Linens|Blanket|Air conditioning|Toiletries
A-90821,RA-97945,Double Room,
A-98398,RA-78983,Standard Room · City view,King Bed|100 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-27811,RA-02091,Double Room (Nature) · City view,Queen Bed|205 sq.ft|3 Adults|Linens|Wardrobe/closet|Wake up service|Blanket|TV
A-11110,RA-11860,Standard Room,Double Bed|120 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-06523,RA-96095,"Premium Room, 1 Queen Bed",QueenBed|2 Adults|Coffee machine|Blackout curtains|TV|Toiletries|Hairdryer
A-82872,RA-25795,Executive Room,
A-94019,RA-31138,Nazaara G2 · City view,Queen Bed|110 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-87969,RA-98132,Premium Room,1830 sq.ft|2 Guests|Wardrobe/closet|Ironing facilities|Air conditioning|Toiletries|Towels
A-45325,RA-14000,Executive · City view,Double Bed|144 sq.ft|3 Adults|Sofa|Blanket|TV|Air conditioning|Toiletries
A-49418,RA-46279,Kalyan Luxury Suite 202,
A-30796,RA-15720,EXECUTIVE NON AC · City view,Double Bed|250 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-84450,RA-41204,"Premier Double Room, City View · City view",KingBed|2 Adults|Wardrobe/closet|TV|Hairdryer|Bathtub or shower|Private bathroom
A-75666,RA-93349,Classic Room,
A-90330,RA-04483,Deluxe Twin with balcony · City view,Twin Bed|200 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan
A-94638,RA-99359,Classic,Queen Bed|130 sq.ft|3 Adults|Flat-screen TV|Blanket|Air conditioning|Toiletries|Towels
A-35501,RA-66446,Super Deluxe Room · City view,Queen Bed|2 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Toiletries
A-87190,RA-22886,Standard Non AC Room · City view,Double Bed|120 sq.ft|3 Adults
A-06548,RA-84220,Deluxe Room,156 sq.ft|2 Adults|Separate living room|Dining table|Wardrobe/closet|Blanket|TV
A-95913,RA-41374,Deluxe Double Room,
A-29259,RA-70922,Premium Triple · City view,Triple Bed|200 sq.ft|3 Adults|Blackout curtains|Blanket|Ironing facilities|Air conditioning|WiFi access
A-30243,RA-81508,Classic,Queen Bed|130 sq.ft|2 Adults|Flat-screen TV|Wardrobe/closet|Blanket|TV|Air conditioning
A-47735,RA-05763,Suite Room · City view,Double Bed|500 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Air conditioning
A-16998,RA-29606,Classic,Queen Bed|97 sq.ft|3 Adults|Flat-screen TV|Blanket|Air conditioning|Toiletries|Towels
A-39245,RA-59792,Executive Double · City view,Double Bed|200 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Attached washroom
A-07176,RA-94612,Deluxe Room with AC and TV · City view,Double Bed|120 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-19647,RA-75668,Deluxe 1 BHK with Balcony · City view,Queen Bed|210 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-65927,RA-47052,Studio Double Room · City view,Double Bed|200 sq.ft|3 Adults|Sofa|Blanket|TV|Air conditioning|Toiletries
A-37259,RA-19340,Standard Queen,Queen Bed|200 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-46188,RA-22756,Executive suite · City view,Double Bed|448 sq.ft|3 Adults|Fridge|Dining table|Wardrobe/closet|Blanket|TV
A-74723,RA-95597,Deluxe Room · City view,Double Bed|275 sq.ft|2 Adults|Wardrobe/closet|TV|Ironing facilities|Air conditioning|Toiletries
A-07627,RA-08770,Deluxe Quadruple Room,162 sq.ft|4 Guests|Tea/coffee maker|Fridge|Wine glasses|Flat-screen TV|Dining table
A-45482,RA-21046,Premium Double Room · City view,Double Bed|190 sq.ft|3 Adults|Fridge|TV|Air conditioning|Private bathroom|Fan
A-52856,RA-74672,Standard Room,
A-45482,RA-17841,Standard Double Room · City view,Double Bed|190 sq.ft|2 Adults|Fridge|TV|Air conditioning|Private bathroom|Fan
A-75299,RA-36243,Standard Room · City view,Double Bed|169 sq.ft|3 Adults|Flat-screen TV|Blanket|TV|Air conditioning|WiFi access
A-35863,RA-85209,Executive Room · City view,Double Bed|150 sq.ft|2 Adults|Blanket|Water bottle|Clothes rack|Fan|Desk
A-17183,RA-79619,Bamboo Cottage with Air Condition,2369 sq.ft|2 Guests|Free welcome drink|Tea/coffee maker|Fridge|Dining table|Linens
A-90603,RA-98640,Standard Room,151 sq.ft|2 Guests|Blackout curtains|Flat-screen TV|Sofa|Linens|TV
A-24002,RA-72424,Club Room · Pool view,279 sq.ft|2 Adults|Coffee machine|Ironing facilities|Private bathroom|Safe|Electric kettle
A-76112,RA-65585,Standard King Rooms @ Fernwood,King Bed|280 sq.ft|2 Adults|Air conditioning|Attached washroom|Accessible by elevator
A-08515,RA-86519,Executive Room,3 Guests|Charging points
A-60342,RA-05153,Classic,100 sq.ft|3 Adults|Flat-screen TV|Attached washroom|Fan
A-48328,RA-26339,"Standard Room, 1 Queen Bed",200 sq.ft|2 Adults|Coffee machine|Fridge|Minibar|Blackout curtains|Wardrobe/closet
A-62473,RA-63819,Deluxe Double Room with Air Conditioning,3 Guests|Air conditioning
A-86494,RA-43522,Deluxe Room,
A-63338,RA-92760,"Deluxe Room, 1 Queen Bed (Executive Club Double)",333 sq.ft|2 Adults|Coffee machine|Minibar|Blackout curtains|Wardrobe/closet|Air conditioning
A-06575,RA-58849,Deluxe Double Room · City view,Double Bed|175 sq.ft|3 Adults|TV|Air conditioning|Towels|Private bathroom|Shower
A-84097,RA-27011,"Superior Double Room, City View",
A-39527,RA-26419,House,
A-56373,RA-08742,Common Room,Double Bed|100 sq.ft|3 Adults|Blanket|Toiletries|WiFi access|Attached washroom
A-71302,RA-68269,Deluxe Room,
A-04189,RA-79149,Deluxe,Queen Bed|110 sq.ft|2 Adults|Blackout curtains|Fan|Charging points
A-08773,RA-96973,"Deluxe Room, Air conditioning",
A-60314,RA-77387,Two - Bedroom Executive Apartment with 1 Bathroom,549 sq.ft|4 Guests
A-55051,RA-71930,Classic Room · City view,Double Bed|120 sq.ft|3 Adults|Blanket|TV|Towels|Cushions|Water bottle
A-80982,RA-84093,Deluxe Room · City view,Twin Bed|270 sq.ft|3 Adults|Wardrobe/closet|Blanket|Ironing facilities|Toiletries|Towels
A-67820,RA-05554,Deluxe,
A-52220,RA-24384,Deluxe Room,Double Bed|180 sq.ft|2 Adults|Flat-screen TV|Wake up service|TV|Air conditioning|Toiletries
A-71187,RA-98288,Classic,3 Adults
A-19551,RA-30045,Suite Room with Kitchen · City view,King Bed|320 sq.ft|3 Adults|Blanket|Air conditioning|Attached washroom|Fan
A-05487,RA-33330,Standard Room · City view,Double Bed|180 sq.ft|2 Adults|Blackout curtains|Blanket|TV|Air conditioning|WiFi access
A-26303,RA-12161,Deluxe Room · City view,Double Bed|135 sq.ft|3 Adults|Blanket|TV|Air conditioning|Towels|Cushions
A-66905,RA-42811,Deluxe Room,151 sq.ft|2 Guests|Flat-screen TV|Dining table|Sofa|Linens|Wardrobe/closet
A-75219,RA-55415,One-Bedroom Apartment With Kitchen,Double Bed|200 sq.ft|4 Adults|Sofa|Blanket|TV|Toiletries|Water bottle
A-85263,RA-65993,Executive Room,Double Bed|140 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-82321,RA-46088,Club CP,King Bed|220 sq.ft|3 Adults|Air conditioning|Water bottle|Attached washroom|Accessible by elevator
A-49989,RA-24437,"Deluxe Double or Twin Room, Balcony",TwinXLBed|2475 sq.ft|2 Adults|Streaming services|Ironing facilities|Air conditioning|Hairdryer|Private bathroom
A-29061,RA-14136,"Winter Green, Guest room, 2 Twin, City view · City view",Twin Bed|334 sq.ft|3 Adults|Tea/coffee maker|Minibar|Air conditioning|Hairdryer|Private bathroom
A-18721,RA-22675,Standard - 1 Queen Bed,119 sq.ft|2 Guests|Fridge|Wardrobe/closet|TV|Ironing facilities|Washing machine
A-94833,RA-81416,Deluxe AC room · City view,Double Bed|110 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-15029,RA-48747,Family Room · City view,Double Bed|220 sq.ft|2 Adults|TV|Air conditioning|Towels|Shower
A-25363,RA-95928,Deluxe Twin,
A-88851,RA-60081,3 BHK Apartment · City view,Double Bed|3 Adults|Blanket|TV|WiFi access|Water bottle|Attached washroom
A-78334,RA-17016,Deluxe Room,
A-85183,RA-01872,"Deluxe Double Room, City View",
A-36218,RA-61256,Luxury Room with Balcony,King Bed|150 sq.ft|2 Adults|Blackout curtains|Blanket|Air conditioning|Attached washroom|Fan
A-16795,RA-99857,Premium Room · City view,King Bed|180 sq.ft|2 Adults|Dining area|Dining table|Sofa|Wardrobe/closet|Blanket
A-13714,RA-20553,PREMIUM TWIN ROOM · City view,Twin Bed|120 sq.ft|3 Adults|Fridge|Minibar|Wardrobe/closet|Blanket|TV
A-31434,RA-08070,Family Twin Room,
A-80010,RA-72858,Family Deluxe,
A-97592,RA-34736,Double Deluxe Non AC · City view,Double Bed|144 sq.ft|3 Adults|Flat-screen TV|Linens|Blanket|TV|Air conditioning
A-06977,RA-46324,2 Bed AC Dorm Female · City view,Double Bed|2 Adults|Spa tub|Blanket|Air conditioning|Mirror|Charging points|Trash can
A-43756,RA-03476,2 BHK Apartment,
A-33690,RA-89210,Quadruple Room,
A-93685,RA-68627,Classic Twin Bed · City view,Twin Bed|200 sq.ft|2 Adults|TV|Air conditioning|WiFi access|Water bottle|Clothes rack
A-17847,RA-46706,Deluxe Room,Double Bed|180 sq.ft|2 Adults|Flat-screen TV|Linens|Wardrobe/closet|Wake up service|Blanket
A-43299,RA-63655,Double Room · City view,Double Bed|400 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-95564,RA-81434,Superior King Room · City view,King Bed|220 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom|Trash can
A-39353,RA-67934,Standard Twin,Twin Bed|140 sq.ft|2 Adults|Flat-screen TV|Wardrobe/closet|Blanket|Toiletries|WiFi access
A-32983,RA-79464,Deluxe Room · City view,Double Bed|360 sq.ft|2 Adults|Separate living room|Dining table|Wardrobe/closet|Blanket|TV
A-19932,RA-38615,Superior Room,
A-14143,RA-75203,Deluxe Room · City view,Double Bed|100 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-37501,RA-97227,Super Deluxe Room · City view,Double Bed|180 sq.ft|3 Adults|Linens|Blanket|Air conditioning|Towels|WiFi access
A-54034,RA-51483,"Double Room, Balcony",
